i,j,date_i,time_i,ref_i,date_j,time_j,ref_j,delta_sec,time_score
2,38,2025-08-04,05:58:00,part1.txt,2025-08-04,06:03:00,part1.txt,300.0,1
2,104,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
2,105,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
2,106,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
2,107,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
2,108,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
2,109,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
2,110,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
2,111,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
2,112,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
2,113,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
2,114,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
2,115,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
2,116,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
2,117,2025-08-04,05:58:00,part1.txt,2025-08-04,06:00:00,part1.txt,120.0,1
2,118,2025-08-04,05:58:00,part1.txt,2025-08-04,06:00:00,part1.txt,120.0,1
2,119,2025-08-04,05:58:00,part1.txt,2025-08-04,06:00:00,part1.txt,120.0,1
2,120,2025-08-04,05:58:00,part1.txt,2025-08-04,06:00:00,part1.txt,120.0,1
2,121,2025-08-04,05:58:00,part1.txt,2025-08-04,06:00:00,part1.txt,120.0,1
2,122,2025-08-04,05:58:00,part1.txt,2025-08-04,06:00:00,part1.txt,120.0,1
2,123,2025-08-04,05:58:00,part1.txt,2025-08-04,06:00:00,part1.txt,120.0,1
2,124,2025-08-04,05:58:00,part1.txt,2025-08-04,06:00:00,part1.txt,120.0,1
2,125,2025-08-04,05:58:00,part1.txt,2025-08-04,06:00:00,part1.txt,120.0,1
2,126,2025-08-04,05:58:00,part1.txt,2025-08-04,06:00:00,part1.txt,120.0,1
2,127,2025-08-04,05:58:00,part1.txt,2025-08-04,06:00:00,part1.txt,120.0,1
2,128,2025-08-04,05:58:00,part1.txt,2025-08-04,06:00:00,part1.txt,120.0,1
2,129,2025-08-04,05:58:00,part1.txt,2025-08-04,06:00:00,part1.txt,120.0,1
3,4,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
3,5,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
3,6,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
3,7,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
3,8,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
3,9,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
3,10,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
3,11,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
3,12,2025-08-04,05:58:00,part1.txt,2025-08-04,05:58:00,part1.txt,0.0,3
3,13,2025-08-04,05:58:00,part1.txt,2025-08-04,06:00:00,part1.txt,120.0,1
3,14,2025-08-04,05:58:00,part1.txt,2025-08-04,06:00:00,part1.txt,120.0,1
